,Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14,slack
path884,2.392,3.715,4.4,4.923,4.353,6.214,5.477,5.994,5.53,3.125,5.182,6.901,5.864,4.983,34.526
path885,3.39,3.176,5.525,4.982,5.579,5.175,3.459,3.848,3.259,4.745,3.647,3.139,5.814,7.309,31.523
path886,6.234,3.648,4.933,2.592,6.849,5.904,6.235,5.54,3.617,3.88,4.475,5.05,7.591,7.809,37.178
path887,2.365,4.042,6.459,5.682,6.67,5.537,6.057,3.415,2.78,5.867,7.434,5.333,8.198,4.972,37.405
path888,3.441,4.57,5.594,3.901,6.76,6.295,3.777,2.449,4.69,5.785,6.797,5.685,3.726,3.905,33.688
path889,3.706,6.505,2.613,4.507,5.918,7.228,6.829,4.476,2.834,7.121,6.703,7.007,4.022,7.253,38.361
path890,3.137,3.87,2.451,6.582,4.621,6.152,3.758,5.37,6.654,3.314,4.472,6.685,3.572,3.887,32.262
path891,4.742,5.976,4.214,6.537,6.716,2.592,2.965,4.768,6.912,6.018,6.846,5.064,5.238,8.097,38.342
path892,2.973,5.996,5.725,3.921,3.558,3.902,6.678,5.888,3.686,2.794,6.538,7.131,8.053,5.226,36.034
path893,2.565,4.01,4.959,4.907,2.736,4.592,5.697,2.976,4.261,2.933,4.088,3.942,8.09,6.073,30.915
path894,6.438,6.591,4.484,2.836,6.822,2.721,2.422,5.447,4.089,4.134,5.737,5.814,6.606,5.516,34.829
path895,4.483,2.323,6.535,2.321,4.67,6.606,6.718,3.982,3.254,3.09,5.586,6.204,6.036,5.351,33.58
path896,5.262,5.959,4.268,3.765,3.93,5.61,3.906,2.725,7.484,6.381,4.864,3.625,6.321,3.508,33.804
path897,3.172,4.875,5.652,5.671,4.452,3.371,6.275,5.873,5.412,3.012,5.365,6.372,8.069,4.175,35.873
path898,2.908,4.309,3.488,5.972,2.849,2.436,3.466,6.86,6.461,4.116,7.702,3.513,5.303,4.378,31.88
path899,2.734,6.057,4,2.371,6.105,7.219,3.058,6.35,5.951,3.737,4.953,5.25,3.265,5.895,33.472
path900,4.184,4.514,3.487,3.684,5.794,5.841,5.889,6.921,4.151,5.158,4.776,7.073,8.29,5.822,37.791
path901,4.246,2.598,3.661,2.658,4.296,3.879,6.109,5.019,4.181,7.093,7.57,5.08,5.706,8.021,35.058
path902,4.466,4.777,5.758,3.735,3.021,5.494,5.036,6.885,4.969,5.409,7.492,3.236,6.283,6.429,36.495
path903,5.762,5.1,5.068,4.575,4.422,4.825,3.72,3.364,3.631,3.795,6.693,3.014,7.821,4.162,32.976
path904,4.918,6.508,6.404,5.583,5.004,2.991,3.377,7.137,3.978,5.746,7.218,7.042,7.771,7.477,40.577
path905,3.546,6.16,6.165,2.616,5.613,2.479,4.946,2.687,5.89,7.604,7.842,3.937,7.146,6.814,36.722
path906,5.394,6.461,5.011,2.357,5.785,4.848,6.322,6.022,6.541,3.192,6.622,6.864,5.118,4.63,37.583
path907,5.836,4.903,2.782,5.845,3.406,5.139,6.533,4.088,7.504,7.228,7.048,6.397,4.364,6.771,38.921
path908,3.394,5.019,5.601,3.052,6.754,4.978,6.298,3.263,3.216,6.929,7.379,4.158,6.989,7.963,37.496
path909,4.251,5.033,3.281,5.714,3.668,6.884,6.569,4.441,5.383,4.176,6.668,6.366,4.23,4.682,35.673
path910,6.182,4.269,3.925,4.001,3.895,6.361,4.913,2.392,5.664,6.81,3.59,6.435,4.256,3.471,33.082
path911,4.939,4.353,4.843,6.335,6.232,3.21,3.312,5.704,6.354,3.358,4.636,4.496,3.54,6.739,34.025
path912,3.024,2.931,5.538,3.269,4.969,3.047,3.009,5.491,5.19,7.122,4.738,6.655,4.637,5.583,32.603
path913,2.345,3.945,2.856,5.044,2.722,4.187,6.339,4.225,3.768,5.59,4.93,5.296,5.407,3.12,29.887
path914,5.175,5.538,3.038,6.219,5.095,4.991,6.539,2.703,3.348,7.052,4.417,5.419,5.551,3.402,34.244
path915,3.398,2.866,5.276,4.305,2.787,6.87,3.786,5.854,3.838,5.236,3.261,5.713,6.195,6.212,32.799
path916,2.795,4.831,3.428,3.22,3.313,5.315,2.572,5.274,5.594,2.839,3.567,6.032,6.95,5.399,30.564
path917,3.182,3.836,5.449,2.316,2.669,5.328,5.823,2.454,4.348,7.446,5.643,4.565,6.841,3.074,31.487
path918,3.788,2.5,5.49,2.715,3.851,3.028,4.192,5.039,3.856,5.022,3.219,7.441,4.057,4.13,29.164
path919,5.634,6.243,3.348,4.204,4.767,6.041,5.053,4.732,5.193,6.684,5.948,4.882,5.241,3.447,35.708
path920,2.888,5.874,2.396,6.223,4.849,3.307,5.632,6.09,6.787,3.666,3.124,3.841,8.039,3.225,32.971
path921,3.777,5.148,6.221,3.002,2.903,6.501,3.743,6.756,6.959,5.093,6.26,3.957,7.861,6.159,37.17
path922,2.452,3.249,2.991,2.875,2.989,4.221,5.267,2.632,3.131,4.775,6.568,4.314,3.359,4.412,26.618
path923,3.733,2.36,5.59,4.843,2.693,4.425,4.5,5.372,2.87,4.027,3.049,3.265,5.074,4.395,28.097
path924,5.238,6.635,5.626,6.227,4.026,7.108,6.178,5.083,2.73,3.634,5.675,5.327,4.903,4.165,36.278
path925,4.329,2.557,3.193,5.144,5.882,5.493,2.38,3.584,6.962,7.478,5.864,7.032,3.536,4.636,34.034
path926,3.981,3.467,2.992,5.451,2.727,4.358,6.627,5.43,3.083,5.66,5.809,5.665,4.277,6.155,32.842
path927,6.225,4.021,2.481,3.658,6.437,7.332,3.98,3.931,3.282,3.691,7.498,4.503,6.092,6.157,34.644
path928,4.772,6.152,5.198,5.875,3.455,5.464,5.093,5.161,6.342,7.091,3.452,6.732,3.856,6.394,37.519
path929,2.729,6.868,3.741,3.704,3.787,4.638,6.691,3.87,2.868,3.127,5.759,6.484,4.643,5.097,32.004
path930,3.996,4.196,4.491,6.129,4.829,5.598,5.968,6.693,5.36,7.285,6.681,3.783,5.733,6.823,38.782
path931,4.741,2.568,6.204,6.071,6.173,2.458,6.424,6.792,3.587,5.037,5.711,4.266,7.663,6.159,36.927
path932,5.5,6.397,5.925,4.113,6.517,4.184,6.48,6.288,5.895,5.942,4.676,6.524,5.64,5.101,39.59
path933,6.519,4.299,3.771,6.055,6.247,4.046,6.027,2.577,5.443,6.988,3.304,3.384,5.797,7.593,36.025
path934,3.307,3.331,6.517,3.725,5.396,5.052,3.457,4,6.43,4.331,7.439,3.392,6.625,4.966,33.985
path935,3.06,4.515,2.838,3.339,5.993,3.153,6.83,5.767,5.821,3.12,7.304,7.345,7.382,5.45,35.958
path936,6.203,3.704,4.038,4.697,5.856,4.941,6.007,6.865,7.4,7.462,3.431,4.781,6.55,5.873,38.904
path937,3.609,3.493,3.669,6.591,6.154,6.113,3.776,4.162,3.496,7.423,3.99,7.728,3.537,6.888,35.315
path938,5.211,6.4,3.25,5.469,4.243,4.26,4.5,7.071,5.921,4.009,6.44,7.002,7.523,5.8,38.549
path939,4.396,3.331,3.136,6.116,6.228,4.03,6.868,3.808,7.17,5.876,5.617,6.591,5.168,6.051,37.194
path940,5.1,2.301,5.451,5.177,2.703,5.74,3.718,5.882,4.425,3.507,5.792,6.949,7.868,3.109,33.861
path941,5.568,4.371,4.576,2.401,3.095,4.937,5.925,2.636,4.719,7.246,7.258,4.611,5.969,3.456,33.384
path942,5.957,6.395,3.817,4.264,6.597,3.139,2.355,6.182,4.113,5.129,4.926,3.869,6.638,6.883,35.131
path943,5.611,5.62,2.61,5.651,6.489,6.475,5.877,2.494,6.76,4.937,4.964,6.245,4.143,4.922,36.399
path944,4.93,6.856,3.003,2.563,5.742,5.684,3.022,2.872,3.3,6.361,4.042,6.879,6.376,6.607,34.118
path945,2.417,5.953,4.952,2.539,5.524,2.952,3.041,2.809,6.29,6.854,3.802,4.181,5.746,5.161,31.11
path946,4.701,3.706,2.838,3.224,3.4,3.858,3.444,2.998,5.836,3.066,5.268,4.835,3.716,4.805,27.848
path947,6.662,2.657,4.909,4.317,4.554,4.617,5.307,5.391,7.377,5.955,7.647,4.254,6.823,7.114,38.792
path948,4.771,6.361,6.398,4.74,5.76,7.057,4.778,2.732,6.853,4.554,4.387,3.545,7.53,4.662,37.064
path949,4.124,4.394,2.517,4.331,6.329,7.118,3.062,5.19,5.607,3.572,6.218,3.33,5.989,5.558,33.669
path950,5.308,6.361,5.296,4.05,4.249,6.987,6.622,7.15,3.722,3.808,6.388,4.249,6.793,6.979,38.981
path951,6.276,3.415,3.273,4.712,3.42,6.059,4.264,7.07,4.305,4.623,6.87,4.759,7.839,5.482,36.183
path952,5.736,4.393,6.338,6.621,3.976,3.383,5.006,7.115,7.24,5.448,3.073,7.009,6.829,5.163,38.665
path953,3.342,3.19,6.453,4.856,4.483,5.976,6.692,6.213,5.815,3.815,3.608,6.384,7.665,3.767,36.13
path954,5.398,5.711,2.94,3.816,3.105,7.232,3.074,7.12,6.625,5.626,3.3,4.719,3.255,4.718,33.32
path955,3.981,3.515,2.92,3.707,2.663,6.484,2.938,4.261,6.021,4.058,7.645,4.704,6.854,3.711,31.731
path956,4.061,4.171,3.736,3.516,6.255,7.021,5.812,3.443,5.622,6.668,6.526,4.662,4.842,6.403,36.369
path957,3.608,3.938,5.126,6.625,5.924,3.698,2.786,5.372,3.4,5.691,5.984,5.567,5.335,4.655,33.854
path958,3.02,6.677,3.168,2.714,6.06,5.044,6.212,6.186,4.761,4.178,5.563,6.597,8.243,4.236,36.33
path959,3.068,2.867,4.459,2.861,2.304,7.038,2.58,4.389,6.941,2.703,4.869,5.98,6.774,5.212,31.023
path960,4.421,3.164,2.348,2.682,6.426,2.396,4.212,6.864,2.803,4.697,7.094,6.572,6.673,5.568,32.959
path961,3.851,5.124,2.687,4.809,4.303,2.764,6.484,6.695,3.045,6.566,5.176,4.62,5.38,5.85,33.676
path962,3.259,2.68,6.344,3.764,4.241,3.583,5.836,3.871,3.623,3.165,4.693,6.218,4.458,6.457,31.096
path963,2.469,3.395,6.053,4.754,5.19,4.032,3.527,3.251,4.551,6.501,5.906,5.619,3.991,8.007,33.622
path964,5.293,3.191,5.735,3.524,4.037,6.225,3.934,5.944,4.914,7.36,5.435,3.068,4.219,6.305,34.592
path965,5.711,6.057,4.347,2.919,6.662,6.862,6.186,2.918,7.347,6.891,5.917,3.049,7.74,5.083,38.845
path966,3.377,4.078,2.547,2.872,6.202,2.653,4.941,2.856,5.64,3.689,5.543,4.395,4.544,5.63,29.483
path967,3.042,3.809,2.303,3.527,4.657,4.973,3.833,7.041,7.175,7.538,7.436,6.327,3.86,4.475,34.998
path968,4.595,3.153,3.016,6.691,5.159,4.952,2.787,5.006,7.386,4.226,4.571,3.979,8.034,4.78,34.167
path969,4.216,6.48,4.398,5.406,4.549,2.812,6.814,5.291,7.628,6.257,6.133,6.8,5.203,4.932,38.46
path970,6.578,5.001,5.633,6.49,5.723,5.823,4.657,4.855,7.189,7.486,4.868,3.863,4.339,6.368,39.436
path971,2.543,3.619,2.725,6.607,3.832,7.047,6.746,5.481,7.231,5.08,5.239,4.285,6.338,4.624,35.698
path972,5.53,5.228,6.566,4.317,4.555,3.646,2.892,4.899,3.134,3.371,4.485,6.226,6.55,7.445,34.423
path973,3.107,6.263,6.564,6.628,6.741,2.432,4.316,6.624,3.982,2.75,3.162,7.316,7.89,7.16,37.467
path974,5.033,4.247,4.521,6.669,3.377,5.91,4.921,6.101,3.54,4.391,6.613,4.214,7.447,8.081,37.533
path975,5.832,5.441,5.506,5.726,5.547,5.778,3.968,4.551,5.542,3.403,6.597,3.761,5.12,3.973,35.372
path976,5.902,5.816,3.292,3.679,4.409,5.65,6.128,6.534,3.733,3.627,5.575,5,4.134,3.272,33.375
path977,3.42,3.981,3.862,3.233,5.875,2.551,5.018,4.956,3.866,6.358,3.76,6.008,7.171,6.7,33.379
path978,4.516,5.536,5.269,6.439,3.179,6.354,2.72,2.523,7.475,4.491,4.851,4.406,4.282,5.779,33.91
path979,4.319,4.283,4.071,2.672,4.125,2.375,6.557,6.239,6.857,4.815,5.055,3.831,5.198,3.437,31.918
path980,2.436,4.749,3.392,4.987,4.244,5.714,3.927,2.779,6.103,6.049,4.129,3.567,7.468,3.843,31.693
path981,3.574,5.597,6.252,6.103,6.39,3.222,3.677,5.136,5.882,3.23,7.746,7.699,8.141,3.067,37.858
path982,6.186,2.623,2.712,6.021,4.609,5.418,5.496,6.624,5.669,5.881,6.791,3.094,4.528,3.576,34.615
path983,3.778,6.779,5.281,5.05,5.094,7.069,5.75,2.82,2.788,7.526,7.425,7.668,5.816,7.391,40.117
path984,5.557,3.899,3.998,3.085,6.696,5.666,2.845,2.59,5.08,3.084,3.989,6.024,7.71,5.368,32.796
path985,4.304,2.753,4.633,3.392,5.443,3.439,5.863,4.752,2.707,6.238,4.894,4.74,3.925,4.002,30.542
path986,2.552,4.362,4.786,5.01,3.862,5.264,5.871,4.631,3.665,3.939,5.444,7.059,4.264,4.773,32.741
path987,2.751,3.874,5.843,5.578,6.036,3.904,4.718,4.686,7.322,6.468,6.807,4.146,7.53,4.917,37.29
path988,5.922,2.608,5.775,6.14,5.948,2.68,3.818,6.854,6.593,7.023,6.005,3.292,5.193,4.616,36.233
path989,6.614,4.222,2.641,4.541,6.535,6.41,3.791,5.921,5.409,5.999,3.217,5.941,4.76,5.931,35.965
path990,3.931,3.179,2.921,4.015,3.238,4.479,5.672,5.03,7.664,7.207,5.755,5.451,4.831,4.861,34.117
path991,5.18,2.364,3.003,5.965,3.377,5.292,6.358,6.154,6.224,6.824,7.397,4.261,7.403,5.028,37.415
path992,4.416,5.633,2.445,5.318,6.441,3.308,3.549,3.58,3.891,5.346,7.643,6.039,7.429,7.382,36.21
path993,5.002,3.745,4.748,4.348,4.428,3.033,4.952,4.77,5.061,4.57,7.88,5.852,6.533,7.968,36.444
path994,2.91,4.811,6.028,2.606,3.796,7.075,6.179,3.541,2.901,4.19,4.243,5.599,3.86,3.946,30.842
path995,3.51,5.816,3.023,4.817,5.848,7.265,4.74,6.304,4.734,5.475,4.671,6.997,5.546,5.914,37.331
path996,2.755,5.828,5.887,4.047,4.376,6.731,6.102,5.099,5.965,5.271,6.812,3.409,5.731,3.259,35.637
path997,2.402,6.132,6.515,2.416,2.39,6.491,6.375,4.413,6.516,3.749,5.426,5.488,4.339,5.16,33.906
path998,6.189,6.446,3.867,4.097,4.322,4.895,4.311,5.059,7.302,4.331,7.363,5.601,4.696,5.203,36.841
path999,5.775,3.197,6.201,2.923,6.215,4.442,6.834,3.565,7.145,3.662,5.68,7.387,4.604,5.027,36.328
path1000,6.115,6.459,5.985,2.908,5.782,4.918,3.516,6.218,4.077,4.81,7.267,6.807,7.154,4.832,38.424
path1001,4.323,3.597,4.154,6.566,5.746,4.11,4.523,3.671,3.733,6.266,7.717,3.651,4.482,3.362,32.951
path1002,3.615,6.748,3.541,4.677,5.185,4.491,2.428,5.42,4.32,7.285,5.063,7.667,8,4.226,36.333
path1003,3.142,6.185,5.86,6.524,3.999,4.776,4.361,3.674,7.009,6.942,4.09,5.63,3.378,5.254,35.411
path1004,5.332,5.174,2.462,2.568,3.519,3.416,5.794,4.313,5.383,4.624,3.435,3.745,7.973,5.363,31.55
path1005,6.444,6.049,4.187,5.913,2.418,3.614,4.347,6.458,4.99,4.681,5.539,6.062,4.817,4.989,35.253
path1006,5.432,4.227,6.529,5.451,4.051,5.242,2.466,3.5,2.857,5.827,4.427,7.4,8.094,7.678,36.59
path1007,2.302,4.525,2.586,3.823,2.845,4.188,4.997,5.573,6.869,3.87,7.854,6.811,7.911,5.269,34.712
path1008,5.857,4.334,4.172,3.444,5.021,6.973,6.885,3.749,5.902,6.712,7.14,6.838,8.198,5.071,40.149
path1009,5.525,3.254,3.241,4.326,6.508,2.544,5.473,5.786,4.956,5.928,7.472,6.681,3.796,5.121,35.305
path1010,4.696,6.402,5.116,6.09,4.139,6.659,4.212,4.566,4.749,5.787,7.72,5.184,8.059,3.993,38.685
path1011,2.656,6.518,6.184,2.607,5.502,7.137,5.662,4.008,3.098,7.306,7.894,7.04,3.238,3.619,36.234
path1012,3.579,2.773,5.601,6.348,4.367,3.109,5.362,6.992,4.045,7.359,3.256,3.185,3.005,4.745,31.862
path1013,5.638,4.365,3.131,2.406,3.445,4.296,2.53,3.415,2.738,6.132,5.544,6.377,7.031,5.013,31.03
path1014,3.198,2.613,4.389,3.948,3.595,5.761,6.041,3.617,4.116,5.183,3.098,6.22,7.5,7.931,33.606
path1015,6.243,3.495,5.37,5.366,3.729,5.554,5.554,2.378,4.995,3.813,7.6,6.113,3.065,3.63,33.453
path1016,5.733,5.07,6.361,4.664,4.436,4.006,6.121,5.779,4.001,7.157,5.273,3.937,4.559,6.544,36.821
path1017,5.735,6.393,4.884,4.027,6.191,5.929,4.299,6.111,5.298,4.443,3.998,3.454,6.62,4.229,35.806
path1018,5.5,4.025,2.368,3.62,2.526,6.403,4.607,4.096,4.532,6.264,4.466,4.269,5.484,5.665,31.912
path1019,3.301,5.044,5.271,4.232,2.302,6.087,6.206,2.403,6.629,7.324,6.144,3.078,3.128,3.053,32.102
path1020,6.31,5.421,5.825,5.292,3.562,7.327,4.702,5.628,4.789,3.068,6.043,6.347,4.204,7.89,38.204
path1021,3.946,4.541,2.617,2.988,5.024,7.101,6.078,6.481,4.944,5.184,4.561,7.187,4.393,7.28,36.163
path1022,2.577,4.179,2.672,3.663,5.033,6.342,6.381,4.299,2.788,5.25,4.885,7.102,7.52,6.43,34.56
path1023,2.349,4.393,3.041,2.794,2.455,6.271,2.513,2.419,3.904,4.403,3.789,7.505,7.447,7.105,30.194
path1024,2.304,4.496,5.516,3.779,3.659,5.715,6.005,2.474,3.153,3.284,5.211,7.739,3.815,7.028,32.088
path1025,3.792,3.232,6.58,5.224,2.472,6.02,3.489,2.519,6.767,3.843,3.271,6.548,8.288,6.3,34.173
path1026,5.434,5.609,4.289,3.411,5.351,3.916,5.93,3.498,5.272,4.955,3.565,4.991,3.224,6.964,33.204
path1027,2.745,5.714,5.654,3.743,2.845,4.5,3.927,6.674,3.318,3.147,5.225,6.728,7.132,5.968,33.66
path1028,2.636,2.808,4.737,4.271,6.844,4.908,4.666,7.132,7.64,2.946,7.248,6.739,5.734,6.827,37.568
path1029,4.725,4.687,5.678,4.855,5.522,5.494,6.868,3.132,4.231,6.545,3.004,7.585,7.224,4.127,36.837
path1030,6.022,6.276,4.278,3.472,3.756,5.528,3.092,4.508,4.825,6.76,5.398,6.503,4.589,7.863,36.435
path1031,2.407,4.701,3.414,4.916,2.869,4.635,4.614,6.059,6.271,6.195,5.376,4.856,7.267,4.341,33.961
path1032,4.201,5.911,3.452,4.399,3.307,2.989,2.398,6.553,5.105,7.309,5.026,5.456,3.04,7.14,33.142
path1033,5.375,5.197,3.445,2.664,5.738,3.295,3.217,6.455,6.075,3.811,7.441,5.719,8.045,3.768,35.122
path1034,4.052,2.996,5.306,5.421,6.836,6.599,3.587,4.432,4.309,5.042,7.057,3.128,4.767,5.027,34.28
path1035,6.283,3.545,4.217,5.783,3.677,3.595,4.199,4.121,4.353,5.619,7.521,4.667,5.101,6.281,34.482
path1036,6.386,4.831,5.925,3.663,5.258,7.145,3.57,5.851,3.779,4.382,6.616,5.908,7.642,6.921,38.938
path1037,5.978,6.846,4.706,4.21,4.832,5.418,4.682,7.029,6.21,5.994,5.27,6.99,5.305,4.055,38.762
path1038,5.449,6.858,3.528,5.674,3.691,3.48,5.037,3.799,7.521,4.924,7.913,4.663,4.321,5.153,36.006
path1039,4.423,2.789,5.948,6.727,6.844,5.89,2.421,5.434,5.852,6.651,6.125,7.276,4.819,6.476,38.838
path1040,5.613,3.547,5.597,2.674,4.039,5.228,4.522,4.399,5.999,4.501,3.793,6.535,5.149,5.723,33.659
path1041,5.96,6.584,5.659,6.113,5.948,4.549,4.027,5.904,5.323,6.217,3.927,4.303,4.538,3.879,36.466
path1042,5.567,4.892,2.586,4.45,3.223,5.54,5.8,3.392,5.09,7.566,6.33,4.653,7.624,4.603,35.657
path1043,6.436,2.781,2.714,4.582,3.401,7.106,6.883,6.153,4.99,7.554,3.866,5.069,6.403,3.088,35.514
path1044,2.852,2.714,3.474,3.041,5.397,2.905,3.149,6.815,3.892,6.598,3.228,3.664,8.084,6.266,31.039
path1045,5.301,3.172,5.974,5.452,6.477,6.685,3.907,4.11,3.461,4.23,6.841,7.599,5.246,4.057,36.256
path1046,4.205,3.812,5.713,2.318,3.788,6.181,2.332,4.247,6.83,6.442,6.069,3.831,3.619,4.931,32.159
path1047,5.87,6.04,4.918,6.373,4.199,6.203,6.43,3.027,3.247,2.805,4.285,3.001,5.027,7.344,34.384
path1048,5.45,6.724,2.923,3.267,4.666,5.844,6.616,4.767,6.326,4.18,6.571,4.301,8.089,5.4,37.563
path1049,5.335,3.33,2.548,6.202,5.25,3.026,6.145,2.636,6.314,3.715,4.418,4.519,5.934,6.284,32.828
path1050,6.174,2.964,3.933,2.634,4.233,2.498,6.152,6.006,4.822,4.006,5.303,6.443,3.119,6.037,32.161
path1051,4.226,4.329,2.921,5.109,6.678,3.313,5.881,6.583,6.898,4.228,3.611,7.021,7.418,7.088,37.653
path1052,6.138,4.554,2.717,6.285,4.208,4.688,3.049,5.124,5.22,5.246,7.22,3.27,5.777,5.431,34.464
path1053,2.981,5.132,5.462,5.571,4.606,5.696,4.55,5.099,3.752,6.013,3.398,4.093,7.963,3.323,33.82
path1054,4.438,4.01,2.695,3.854,3.634,6.207,3.765,6.589,4.055,5.856,5.985,5.582,4.421,7.124,34.108
path1055,5.719,5.309,4.876,4.569,5.381,2.644,5.648,5.031,6.666,3.23,7.934,5.227,5.769,3.623,35.814
path1056,3.697,6.744,4.254,5.217,2.972,3.754,3.499,5.406,2.929,6.29,5.341,4.248,8.264,4.314,33.464
path1057,6.432,5.999,4.737,2.742,3.031,2.64,5.513,3.848,6.29,6.285,4.844,5.214,6.791,3.936,34.151
path1058,3.982,4.492,2.573,3.452,6.617,5.93,3.679,2.86,7.212,6.678,6.316,3.84,4.543,5.364,33.77
path1059,3.206,3.791,3.404,3.148,5.029,4.179,6.352,5.045,3.421,6.261,4.687,3.659,6.796,5.917,32.447
path1060,6.095,6.596,2.716,6.444,6.819,5.045,4.433,6.378,3.449,5.997,5.681,7.301,8.169,5.401,40.262
path1061,5.339,5.469,3.837,4.845,3.494,4.569,6.924,2.691,6.703,7.609,4.395,7.007,3.039,4.801,35.361
path1062,6.516,5.077,3.94,3.301,6.264,4.867,3.739,5.544,7.519,5.402,4.071,5.779,6.887,6.943,37.926
path1063,2.758,6.653,6.187,5.707,2.335,6.145,3.121,5.303,5.438,6.619,4.785,5.391,7.447,5.283,36.586
path1064,2.403,2.394,5.688,6.525,5.706,3.795,2.931,3.588,3.489,7.537,4.65,3.79,3.477,3.705,29.839
path1065,4.451,2.428,5.673,2.328,4.846,2.675,6.489,6.414,3.901,4.197,5.315,3.988,5.897,5.505,32.054
path1066,6.38,6.685,3.768,5.366,4.05,2.928,6.584,5.332,7.152,3.028,6.893,3.853,7.083,3.91,36.506
path1067,4.204,4.926,4.027,6.711,5.972,5.112,3.57,5.879,7.025,3.428,6.051,4.391,3.149,4.295,34.37
path1068,2.939,2.748,3.555,5.83,3.632,4.648,5.77,5.814,5.902,3.635,6.708,6.787,7.604,3.257,34.414
path1069,5.594,4.433,4.472,5.89,4.428,6.459,5.989,2.415,5.145,5.074,5.043,5.072,6.077,4.306,35.198
path1070,4.517,3.245,5.055,3.279,2.7,3.398,6.81,4.861,6.544,6.802,7.576,4.876,7.76,3.936,35.68
path1071,6.287,6.576,5.685,2.46,3.355,5.102,6.531,3.415,6.15,4.512,6.831,5.457,3.699,4.999,35.529
path1072,6.242,5.993,3.529,2.39,6.337,4.46,3.96,6.187,4.869,6.791,4.125,5.821,3.602,4.471,34.389
path1073,3.208,2.88,2.616,4.451,5.176,3.071,3.482,6.892,4.219,3.958,6.055,5.564,3.325,4.774,29.835
path1074,5.877,3.445,2.516,6.063,2.711,2.663,6,3.831,6.421,6.779,3.151,6.531,7.185,7.546,35.36
path1075,3.148,2.351,5.159,6.216,3.139,2.485,3.166,6.299,2.828,4.065,7.127,5.92,7.272,5.818,32.497
path1076,3.433,4.801,5.282,6.449,5.71,6.556,3.093,6.541,6.283,7.141,6.919,6.403,6.475,7.826,41.456
path1077,2.758,2.547,5.322,2.309,4.855,4.302,6.198,6.144,4.731,4.067,3.402,3.177,5.59,6.1,30.751
path1078,2.518,4.874,6.449,3.373,4.28,2.444,2.305,3.739,6.125,2.795,6.814,7.324,3.367,3.507,29.957
path1079,3.9,2.558,4.278,4.298,6.258,3.669,6.499,2.822,3.25,3.597,3.926,5.493,5.83,6.405,31.391
path1080,5.492,3.197,3.544,5.227,6.171,6.448,4.153,3.091,3.014,7.42,7.175,5.449,5.487,4.343,35.105
path1081,6.002,6.424,6.496,3.943,3.231,5.802,2.731,3.555,3.461,6.903,6.276,5.157,6.769,5.657,36.203
path1082,3.696,4.606,2.578,5.744,3.275,6.41,4.198,6.444,6.321,7.12,4.065,5.907,3.302,7.467,35.567
path1083,3.662,6.208,2.633,4.213,6.175,6.846,3.18,5.01,6.971,3.168,3.342,6.728,3.13,6.461,33.863
path1084,4.847,5.844,2.853,2.918,5.002,4.83,6.323,6.282,5.081,6.272,5.897,3.942,7.911,5.819,36.912
path1085,2.972,4.251,2.997,2.689,3.439,6.32,3.79,6.128,2.731,6.47,5.232,7.4,7.471,5.848,33.869
path1086,6.425,4.008,6.473,3.212,5.74,3.621,5.628,2.579,5.241,4.289,6.372,7.151,4.547,3.566,34.426
path1087,3.871,3.499,3.989,3.361,2.336,6.967,3.934,4.776,5.339,3.117,5.313,5.006,3.414,7.11,31.016
path1088,4.97,4.871,4.342,3.461,3.158,4.824,3.46,5.12,7.242,5.789,6.566,6.951,4.957,4.972,35.341
path1089,3.188,4.918,3.199,4.364,3.734,6.604,5.926,3.987,6.358,5.877,7.248,5.73,4.55,6.293,35.988
path1090,3.376,2.936,3.941,5.524,5.551,5.862,2.596,4.94,6.728,6.2,7.475,3.187,5.542,6.633,35.246
path1091,5.7,3.284,4.701,3.066,2.772,4.04,6.279,6.501,2.945,5.449,7.556,4.138,5.446,7.558,34.718
path1092,2.852,6.497,5.361,2.708,5.242,2.638,6.394,7.01,7.002,3.252,6.236,3.719,7.62,5.144,35.838
path1093,6.142,5.271,5.049,4.548,5.296,5.532,6.118,3.229,6.337,5.507,4.652,4.195,3.095,4.312,34.642
path1094,4.553,3.22,3.566,4.427,6.276,2.543,4.089,2.617,4.432,6.266,6.883,4.86,7.653,3.97,32.678
path1095,3.734,6.353,6.031,5.478,2.762,7.282,6.167,5.753,3.997,4.77,5.608,6.975,3.941,6.731,37.792
path1096,4.823,3.928,5.116,3.839,3.571,5.694,3.217,6.257,5.045,3.751,4.818,5.525,4.62,7.756,33.98
path1097,6.445,4.97,5.624,3.823,2.429,6.869,5.092,4.349,7.593,6.086,6.029,5.039,5.698,7.177,38.612
path1098,3.817,2.681,4.755,5.698,5.616,6.708,4.428,3.521,3.685,4.507,3.347,6.734,6.443,7.876,34.909
path1099,4.506,3.835,2.984,2.902,6.737,3.892,6.676,5.713,7.039,6.56,7.199,3.723,3.282,7.089,36.069
path1100,2.507,3.5,4.285,2.934,6.337,3.923,4.637,4.337,6.084,4.255,4.956,6.753,4.848,3.546,31.451
path1101,4.136,3.94,4.372,3.225,5.729,3.139,2.839,7.127,4.164,4.024,6.976,4.427,5.293,7.757,33.574
path1102,3.502,6.505,5.416,2.323,2.63,5.3,5.537,2.836,7.281,2.838,5.31,7.552,5.784,3.911,33.363
